,Date,Envi,Fuji,Gala,type,region
24,12/7/2015,69964,32449,16035,conventional,Mexico
25,5/7/2015,79064,39344,24675,conventional,Mexico
26,28/6/2015,72753,38878,12797,conventional,Mexico
27,21/6/2015,67311,40383,24529,conventional,Mexico
28,14/6/2015,83139,33535,20024,conventional,Mexico
29,7/6/2015,92111,33225,29167,conventional,Mexico
30,31/5/2015,80729,21814,13935,conventional,Mexico
31,24/5/2015,85511,37314,14262,conventional,Mexico
32,17/5/2015,97341,38624,22935,conventional,Mexico
33,10/5/2015,97880,27581,10126,conventional,Mexico
34,3/5/2015,79999,53621,15882,conventional,Mexico
35,26/4/2015,87215,28964,16624,conventional,Mexico
36,19/4/2015,80304,40370,26369,conventional,Mexico
37,12/4/2015,66514,28066,9956,conventional,Mexico
38,5/4/2015,67298,30313,9927,conventional,Mexico
39,29/3/2015,72473,25151,8712,conventional,Mexico
40,22/3/2015,101143,40166,24996,conventional,Mexico
41,15/3/2015,90582,27040,9632,conventional,Mexico
42,8/3/2015,56324,37382,11405,conventional,Mexico
43,1/3/2015,55611,36035,25775,conventional,Mexico
44,22/2/2015,56132,26134,10604,conventional,Mexico
45,15/2/2015,52222,20940,8940,conventional,Mexico
46,8/2/2015,76793,23239,7653,conventional,Mexico
47,1/2/2015,111171,59740,21796,conventional,Mexico
48,25/1/2015,53202,32775,7823,conventional,Mexico
49,18/1/2015,55533,26459,7041,conventional,Mexico
50,11/1/2015,64727,34844,7190,conventional,Mexico
51,4/1/2015,80299,51860,7609,conventional,Mexico
0,27/12/2015,494426,276557,84913,conventional,Africa
1,20/12/2015,439793,257532,91158,conventional,Africa
2,13/12/2015,476179,319790,62437,conventional,Africa
3,6/12/2015,514160,412692,8533,conventional,Africa
4,29/11/2015,477944,244880,6212,conventional,Africa
5,22/11/2015,494873,264821,9914,conventional,Africa
6,15/11/2015,642898,263132,10306,conventional,Africa
7,8/11/2015,563069,278245,33027,conventional,Africa
8,1/11/2015,546040,376913,85323,conventional,Africa
9,25/10/2015,557469,301144,49959,conventional,Africa
10,18/10/2015,570732,266044,61892,conventional,Africa
11,11/10/2015,543167,349744,99901,conventional,Africa
12,4/10/2015,491729,439095,50993,conventional,Africa
13,27/9/2015,533088,390555,25647,conventional,Africa
14,20/9/2015,606586,425539,10973,conventional,Africa
15,13/9/2015,564968,494079,9095,conventional,Africa
16,6/9/2015,626167,505569,9816,conventional,Africa
17,30/8/2015,674671,309275,7468,conventional,Africa
18,23/8/2015,679441,321325,8262,conventional,Africa
19,16/8/2015,718595,287299,7090,conventional,Africa
20,9/8/2015,674531,332173,7793,conventional,Africa
21,2/8/2015,705846,253861,4688,conventional,Africa
22,26/7/2015,661846,406524,6417,conventional,Africa
23,19/7/2015,684455,364124,4970,conventional,Africa
24,12/7/2015,713426,319278,4382,conventional,Africa
25,5/7/2015,835216,334916,5388,conventional,Africa
26,28/6/2015,760374,302578,7191,conventional,Africa
27,21/6/2015,755351,375821,8601,conventional,Africa
28,14/6/2015,1013253,353165,7558,conventional,Africa
29,7/6/2015,788983,319284,13350,conventional,Africa
30,31/5/2015,941838,315653,7287,conventional,Africa
31,24/5/2015,775366,299938,6833,conventional,Africa
32,17/5/2015,855872,261026,6383,conventional,Africa
33,10/5/2015,817727,357330,7804,conventional,Africa
34,3/5/2015,652304,509070,9754,conventional,Africa
35,26/4/2015,717961,270228,12091,conventional,Africa
36,19/4/2015,735235,284293,16014,conventional,Africa
37,12/4/2015,871511,288421,12597,conventional,Africa
38,5/4/2015,802918,387746,13593,conventional,Africa
39,29/3/2015,645523,396361,13340,conventional,Africa
40,22/3/2015,925527,297656,11678,conventional,Africa
41,15/3/2015,726176,368421,14066,conventional,Africa
42,8/3/2015,724776,371564,11202,conventional,Africa
43,1/3/2015,665033,358628,12399,conventional,Africa
44,22/2/2015,695493,305789,12580,conventional,Africa
45,15/2/2015,625814,299799,12657,conventional,Africa
46,8/2/2015,737969,376914,12107,conventional,Africa
47,1/2/2015,786167,495262,18855,conventional,Africa
48,25/1/2015,649344,271152,9611,conventional,Africa
49,18/1/2015,627091,374231,15551,conventional,Africa
50,11/1/2015,680572,348535,11901,conventional,Africa
51,4/1/2015,612796,374421,9817,conventional,Africa
0,27/12/2015,93034,246747,19104,conventional,Brazil
1,20/12/2015,113404,188263,24478,conventional,Brazil
2,13/12/2015,96222,321764,29349,conventional,Brazil
3,6/12/2015,111259,378124,8808,conventional,Brazil
4,29/11/2015,85241,179982,14146,conventional,Brazil
5,22/11/2015,100048,323797,18216,conventional,Brazil
6,15/11/2015,98270,428999,20029,conventional,Brazil
7,8/11/2015,113965,354455,12294,conventional,Brazil
8,1/11/2015,140330,446008,8551,conventional,Brazil
9,25/10/2015,106239,393921,11222,conventional,Brazil
10,18/10/2015,117059,435492,13693,conventional,Brazil
11,11/10/2015,108539,432102,18841,conventional,Brazil
12,4/10/2015,101712,364774,27622,conventional,Brazil
13,27/9/2015,119090,386987,15286,conventional,Brazil
14,20/9/2015,85382,461273,25530,conventional,Brazil
15,13/9/2015,115936,451936,17939,conventional,Brazil
16,6/9/2015,138155,420366,19091,conventional,Brazil
17,30/8/2015,119850,421032,19354,conventional,Brazil
18,23/8/2015,135262,318116,21420,conventional,Brazil
19,16/8/2015,157630,348864,18155,conventional,Brazil
20,9/8/2015,131770,377129,24026,conventional,Brazil
21,2/8/2015,153499,423520,16711,conventional,Brazil
22,26/7/2015,138943,376355,25778,conventional,Brazil
23,19/7/2015,119266,513055,17089,conventional,Brazil
24,12/7/2015,123673,423853,22068,conventional,Brazil
25,5/7/2015,146171,428389,19547,conventional,Brazil
26,28/6/2015,162886,362226,18450,conventional,Brazil
27,21/6/2015,184206,405470,12854,conventional,Brazil
28,14/6/2015,194447,401133,17694,conventional,Brazil
29,7/6/2015,167992,439309,17507,conventional,Brazil
30,31/5/2015,127748,365471,18725,conventional,Brazil
31,24/5/2015,198187,369924,18818,conventional,Brazil
32,17/5/2015,156010,305201,17378,conventional,Brazil
33,10/5/2015,148763,454026,16724,conventional,Brazil
34,3/5/2015,182975,485743,14810,conventional,Brazil
35,26/4/2015,160372,381779,5981,conventional,Brazil
36,19/4/2015,129744,544167,6232,conventional,Brazil
37,12/4/2015,176304,574793,8604,conventional,Brazil
38,5/4/2015,156967,396450,6309,conventional,Brazil
39,29/3/2015,160679,371990,4760,conventional,Brazil
40,22/3/2015,131882,380285,8461,conventional,Brazil
41,15/3/2015,160422,403061,5122,conventional,Brazil
42,8/3/2015,118578,491584,7265,conventional,Brazil
43,1/3/2015,101528,487874,5507,conventional,Brazil
44,22/2/2015,153410,584094,5686,conventional,Brazil
45,15/2/2015,116908,404107,7798,conventional,Brazil
46,8/2/2015,153584,466313,5421,conventional,Brazil
47,1/2/2015,217716,608156,5736,conventional,Brazil
48,25/1/2015,140914,422435,4945,conventional,Brazil
49,18/1/2015,151977,500684,4225,conventional,Brazil
50,11/1/2015,110974,427723,5358,conventional,Brazil
51,4/1/2015,117454,429518,5554,conventional,Brazil
0,27/12/2015,2993,101110,5755,conventional,France
1,20/12/2015,2630,85260,3212,conventional,France
2,13/12/2015,3810,69583,3264,conventional,France
3,6/12/2015,4027,165454,15636,conventional,France
4,29/11/2015,3727,82760,3337,conventional,France
5,22/11/2015,3735,94795,5726,conventional,France
6,15/11/2015,3491,74695,2506,conventional,France
7,8/11/2015,3971,149877,7557,conventional,France
8,1/11/2015,3732,147281,8605,conventional,France
9,25/10/2015,3900,86435,9431,conventional,France
10,18/10/2015,3821,118522,17329,conventional,France
11,11/10/2015,3639,106364,49279,conventional,France
12,4/10/2015,3242,102317,18103,conventional,France
13,27/9/2015,2978,87275,13024,conventional,France
14,20/9/2015,3613,177686,9652,conventional,France
15,13/9/2015,4114,143018,20440,conventional,France
16,6/9/2015,3674,111965,6016,conventional,France
17,30/8/2015,3931,152332,16719,conventional,France
18,23/8/2015,4847,72827,5460,conventional,France
19,16/8/2015,5135,177610,20395,conventional,France
20,9/8/2015,4807,120579,8390,conventional,France
21,2/8/2015,4123,109854,10360,conventional,France
22,26/7/2015,3193,66066,9958,conventional,France
23,19/7/2015,2681,122123,29478,conventional,France
24,12/7/2015,4664,66046,9834,conventional,France
25,5/7/2015,2709,109358,34986,conventional,France
26,28/6/2015,3090,55014,9941,conventional,France
27,21/6/2015,2552,167585,32903,conventional,France
28,14/6/2015,4446,116393,4934,conventional,France
29,7/6/2015,6926,134230,10408,conventional,France
30,31/5/2015,7097,90412,3360,conventional,France
31,24/5/2015,7888,74169,3112,conventional,France
32,17/5/2015,5515,202939,12421,conventional,France
33,10/5/2015,7384,84948,3818,conventional,France
34,3/5/2015,6302,176718,6728,conventional,France
35,26/4/2015,4480,105591,6422,conventional,France
36,19/4/2015,5547,217324,15024,conventional,France
37,12/4/2015,5876,66804,2717,conventional,France
38,5/4/2015,4487,92045,5488,conventional,France
39,29/3/2015,1978,63601,3004,conventional,France
40,22/3/2015,1930,231212,19098,conventional,France
41,15/3/2015,1621,69453,4214,conventional,France
42,8/3/2015,1784,68592,3903,conventional,France
43,1/3/2015,1355,182094,26454,conventional,France
44,22/2/2015,1593,69935,4895,conventional,France
45,15/2/2015,1659,67026,4215,conventional,France
46,8/2/2015,1156,74114,4855,conventional,France
47,1/2/2015,1622,240216,19212,conventional,France
48,25/1/2015,1112,78093,6374,conventional,France
49,18/1/2015,970,78433,6412,conventional,France
50,11/1/2015,973,127984,13799,conventional,France
51,4/1/2015,1097,189349,22612,conventional,France
0,27/12/2015,336674,1411809,254630,conventional,Greece
1,20/12/2015,383702,1337404,241581,conventional,Greece
2,13/12/2015,463350,1342450,228577,conventional,Greece
3,6/12/2015,401676,1680591,398321,conventional,Greece
4,29/11/2015,318661,1199426,248819,conventional,Greece
5,22/11/2015,347803,1471865,280544,conventional,Greece
6,15/11/2015,342003,1322818,248635,conventional,Greece
7,8/11/2015,410061,1794703,425243,conventional,Greece
8,1/11/2015,436344,1825513,388703,conventional,Greece
9,25/10/2015,383560,1460066,331097,conventional,Greece
10,18/10/2015,396691,1695842,353742,conventional,Greece
11,11/10/2015,355509,1652244,456771,conventional,Greece
12,4/10/2015,296033,1632488,381987,conventional,Greece
13,27/9/2015,343272,1605775,344489,conventional,Greece
14,20/9/2015,460476,1887111,418235,conventional,Greece
15,13/9/2015,492741,1958150,447109,conventional,Greece
16,6/9/2015,432771,1876393,348449,conventional,Greece
17,30/8/2015,478858,1877733,419391,conventional,Greece
18,23/8/2015,404182,1596910,279711,conventional,Greece
19,16/8/2015,414757,2087150,475383,conventional,Greece
20,9/8/2015,420920,1839863,331337,conventional,Greece
21,2/8/2015,490577,1722755,321611,conventional,Greece
22,26/7/2015,475307,1616355,281882,conventional,Greece
23,19/7/2015,449091,1843047,454643,conventional,Greece
24,12/7/2015,456045,1617124,288141,conventional,Greece
25,5/7/2015,502233,2055126,442060,conventional,Greece
26,28/6/2015,476722,1631460,261864,conventional,Greece
27,21/6/2015,487937,1958437,493929,conventional,Greece
28,14/6/2015,604782,1744519,346867,conventional,Greece
29,7/6/2015,689242,1723625,447117,conventional,Greece
30,31/5/2015,667194,1478976,280465,conventional,Greece
31,24/5/2015,758184,1764211,263069,conventional,Greece
32,17/5/2015,787080,1939235,406338,conventional,Greece
33,10/5/2015,766731,1723311,274260,conventional,Greece
34,3/5/2015,719494,2200706,327172,conventional,Greece
35,26/4/2015,609506,1580854,294074,conventional,Greece
36,19/4/2015,615564,2140254,383841,conventional,Greece
37,12/4/2015,548501,1403327,190091,conventional,Greece
38,5/4/2015,504488,1595354,221603,conventional,Greece
39,29/3/2015,456519,1472879,196545,conventional,Greece
40,22/3/2015,543152,2146437,451799,conventional,Greece
41,15/3/2015,475450,1626923,223789,conventional,Greece
42,8/3/2015,380674,1675102,253979,conventional,Greece
43,1/3/2015,353819,2135518,478702,conventional,Greece
44,22/2/2015,391401,1482033,246541,conventional,Greece
45,15/2/2015,390973,1331420,237030,conventional,Greece
46,8/2/2015,515789,1541253,238781,conventional,Greece
47,1/2/2015,768874,2948565,510154,conventional,Greece
48,25/1/2015,390290,1649083,271643,conventional,Greece
49,18/1/2015,401683,1650327,257106,conventional,Greece
50,11/1/2015,416900,1818618,316857,conventional,Greece
51,4/1/2015,467259,2059658,318102,conventional,Greece
0,27/12/2015,22695,98629,149,conventional,Turkey
1,20/12/2015,24111,100758,158,conventional,Turkey
2,13/12/2015,27054,107145,230,conventional,Turkey
3,6/12/2015,25260,99014,118,conventional,Turkey
4,29/11/2015,23707,82016,111,conventional,Turkey
5,22/11/2015,26602,85742,198,conventional,Turkey
6,15/11/2015,25484,113516,94,conventional,Turkey
7,8/11/2015,27838,137671,170,conventional,Turkey
8,1/11/2015,28916,140626,173,conventional,Turkey
9,25/10/2015,27596,101619,186,conventional,Turkey
10,18/10/2015,27640,186373,408,conventional,Turkey
11,11/10/2015,32043,137367,268,conventional,Turkey
12,4/10/2015,32554,95392,324,conventional,Turkey
13,27/9/2015,30410,108386,295,conventional,Turkey
14,20/9/2015,31925,101201,280,conventional,Turkey
15,13/9/2015,33048,170884,294,conventional,Turkey
16,6/9/2015,37454,128772,465,conventional,Turkey
17,30/8/2015,34596,125106,615,conventional,Turkey
18,23/8/2015,37214,128402,585,conventional,Turkey
19,16/8/2015,37089,161019,403,conventional,Turkey
20,9/8/2015,40320,149596,511,conventional,Turkey
21,2/8/2015,40388,143352,733,conventional,Turkey
22,26/7/2015,39346,123456,480,conventional,Turkey
23,19/7/2015,42406,119273,1021,conventional,Turkey
24,12/7/2015,42200,119799,2740,conventional,Turkey
25,5/7/2015,49829,142250,3216,conventional,Turkey
26,28/6/2015,42688,124702,2557,conventional,Turkey
27,21/6/2015,44179,128615,3182,conventional,Turkey
28,14/6/2015,42766,140404,2028,conventional,Turkey
29,7/6/2015,40588,138950,676,conventional,Turkey
30,31/5/2015,42572,125282,804,conventional,Turkey
31,24/5/2015,43500,132430,778,conventional,Turkey
32,17/5/2015,44842,120943,487,conventional,Turkey
33,10/5/2015,53021,158314,585,conventional,Turkey
34,3/5/2015,46183,130135,528,conventional,Turkey
35,26/4/2015,45102,118534,415,conventional,Turkey
36,19/4/2015,45693,112023,502,conventional,Turkey
37,12/4/2015,35514,101051,400,conventional,Turkey
38,5/4/2015,35706,112157,485,conventional,Turkey
39,29/3/2015,31892,102587,418,conventional,Turkey
40,22/3/2015,28701,129732,482,conventional,Turkey
41,15/3/2015,31226,84433,471,conventional,Turkey
42,8/3/2015,38517,75751,334,conventional,Turkey
43,1/3/2015,28900,134020,614,conventional,Turkey
44,22/2/2015,32241,83703,507,conventional,Turkey
45,15/2/2015,28593,85311,504,conventional,Turkey
46,8/2/2015,35933,126558,723,conventional,Turkey
47,1/2/2015,42732,168622,851,conventional,Turkey
48,25/1/2015,33193,89075,426,conventional,Turkey
49,18/1/2015,30928,85410,536,conventional,Turkey
50,11/1/2015,34536,78779,582,conventional,Turkey
51,4/1/2015,32680,121021,1286,conventional,Turkey
0,27/12/2015,4427,194438,170,conventional,Japan
1,20/12/2015,4807,212205,185,conventional,Japan
2,13/12/2015,4440,186550,333,conventional,Japan
3,6/12/2015,4270,199395,192,conventional,Japan
4,29/11/2015,3573,172790,169,conventional,Japan
5,22/11/2015,3720,176358,319,conventional,Japan
6,15/11/2015,4680,228184,197,conventional,Japan
7,8/11/2015,5048,260746,172,conventional,Japan
8,1/11/2015,4471,271818,288,conventional,Japan
9,25/10/2015,3445,183081,300,conventional,Japan
10,18/10/2015,4980,357183,594,conventional,Japan
11,11/10/2015,4555,206738,492,conventional,Japan
12,4/10/2015,5370,205512,287,conventional,Japan
13,27/9/2015,3979,196808,249,conventional,Japan
14,20/9/2015,3717,179938,271,conventional,Japan
15,13/9/2015,4327,283221,206,conventional,Japan
16,6/9/2015,3976,221998,498,conventional,Japan
17,30/8/2015,3882,241163,594,conventional,Japan
18,23/8/2015,4337,248479,422,conventional,Japan
19,16/8/2015,4402,292977,887,conventional,Japan
20,9/8/2015,4620,292318,707,conventional,Japan
21,2/8/2015,4544,268798,1284,conventional,Japan
22,26/7/2015,3580,205204,2171,conventional,Japan
23,19/7/2015,3759,189920,5497,conventional,Japan
24,12/7/2015,4947,299937,11286,conventional,Japan
25,5/7/2015,4848,250697,11793,conventional,Japan
26,28/6/2015,4254,226700,9682,conventional,Japan
27,21/6/2015,4031,258201,10100,conventional,Japan
28,14/6/2015,4927,253424,6840,conventional,Japan
29,7/6/2015,4436,281286,219,conventional,Japan
30,31/5/2015,4975,237651,143,conventional,Japan
31,24/5/2015,4532,229800,178,conventional,Japan
32,17/5/2015,4624,281567,249,conventional,Japan
33,10/5/2015,5263,288463,391,conventional,Japan
34,3/5/2015,4005,255379,539,conventional,Japan
35,26/4/2015,4160,206009,230,conventional,Japan
36,19/4/2015,3626,196720,175,conventional,Japan
37,12/4/2015,3432,182585,134,conventional,Japan
38,5/4/2015,4021,183801,194,conventional,Japan
39,29/3/2015,3981,184278,217,conventional,Japan
40,22/3/2015,5901,230144,140,conventional,Japan
41,15/3/2015,6740,150491,161,conventional,Japan
42,8/3/2015,3253,125713,145,conventional,Japan
43,1/3/2015,4548,250130,272,conventional,Japan
44,22/2/2015,3633,142741,286,conventional,Japan
45,15/2/2015,3681,138691,217,conventional,Japan
46,8/2/2015,6791,289098,215,conventional,Japan
47,1/2/2015,4804,216923,365,conventional,Japan
48,25/1/2015,4306,150045,232,conventional,Japan
49,18/1/2015,3347,160684,287,conventional,Japan
50,11/1/2015,4365,143002,223,conventional,Japan
51,4/1/2015,6388,267594,165,conventional,Japan
0,27/12/2015,389773,288004,126151,conventional,Netherland
1,20/12/2015,382444,278067,127372,conventional,Netherland
2,13/12/2015,412188,386865,81450,conventional,Netherland
3,6/12/2015,368529,490805,7041,conventional,Netherland
4,29/11/2015,391617,289534,4335,conventional,Netherland
5,22/11/2015,402192,391111,6924,conventional,Netherland
6,15/11/2015,530464,332541,4611,conventional,Netherland
7,8/11/2015,427828,411366,20404,conventional,Netherland
8,1/11/2015,395945,365506,111264,conventional,Netherland
9,25/10/2015,437330,313129,81275,conventional,Netherland
